Accessories,Body Color,Body Material,Body Type,Brand,Bundle Description,Color,Condition,Country of Manufacture,Country/Region of Manufacture,Custom Bundle,Dexterity,Features,Fingerboard,Hand,Items Included,MPN,Model,Model Year,Modification Description,Modified Item,Neck,Non-Domestic Product,Pickup,Product Line,Product Type,Right-/ Left-Handed,Serial Number,Series,Size,Soundboard Style,String Configuration,Style,Type,UPC,serial number,Price
,Black,,Solid,Fender,,,Used,,China,,,,,,,Does Not Apply,60s Stratocaster,,,,,,,,,Right-Handed,,,Full Size,Rosewood,6 String,,,Does not apply,,60.0
,Natural,,Semi-Hollow,Gibson,,,Used,,,,,,,,,,,2000,,,,,,Gibson ES,,Right-Handed,,,,,6 String,,,,,1650.0
,Purple,Maple,Solid,Charvel,,,Used,,,,,,,,,,Custom Shop,,Neck has been replaced with MIJ quartersawn maple neck w/ luminlay side dots,Yes,,,,,,Right-Handed,,,,,6 String,,,,,1199.95
,Gloss Black Finish,,Solid,Danelectro,,,Used,,"Korea, Republic of",No,,,,,,Does Not Apply,'56 U2,2019,,No,,No,,,,Right-Handed,,,,,6 String,,,Does not apply,,290.0
,3-Tone Sunburst Finish,,Solid,Fender,,,Used,,United States,,,,,,,Does Not Apply,American Special Telecaster,2019,,,,,,Fender Telecaster,,Right-Handed,,,,,6 String,,,,,750.0
,Dark Blue,,Solid,Rogue,,,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or 

																			protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",,China,,,,,,,Does Not Apply,HSS,,,,,,,,,Right-Handed,,,Full Size,Rosewood,6 String,,,Does not apply,,59.0
Hard shell case included,,,Solid,Coronet,,,Used,,Japan,,,,,,,Does Not Apply,SG,,,Yes,,,,,,Right-Handed,,,,,6 String,SG,,Does not apply,,324.0
,,,Dreadnought,Martin,,,Used,,,,,,,,,Does Not Apply,DX2MAE,,,,,,,,,,,X Series,,,6 String,,,,,337.0
,Vintage Blonde,Ash,Solid,Fender,,,Used,,Mexico,,,,,,,,Fender Deluxe,2018,Phase Reverse Switch,Yes,,,,Fender Stratocaster,,Right-Handed,,,Full Size,,6 String,,,,,699.0
,Black,,Solid,Esp Guitars,,,Used,,Japan,,,,,,,M-II,M-II,2007,,,,,,ESP M-II Standard Series,,Right-Handed,,,,,6 String,,,Does not apply,,785.0
,Gloss Black,,Solid,Univox / Matsumoku,,,Used,,Japan,,,,,,,Does Not Apply,U1885 Les Paul Custom Single Cut,Vintage 1970's,,,,,,,,Right-Handed,,,,,6 String,,,,,380.0
,Silver Burst,Mahogany,Solid,Epiphone,,,Used,,China,,,"Coil Splitting Push Pull Knob, Single Cut",,,,LES PAUL CUSTOM PRO,Custom PRO,2013,,No,,,,Epiphone Les Paul Custom Pro,,Right-Handed,,,,,6 String,,,,,425.0
,Sunburst,,Hollow,Univox,,,Used,,Japan,,,,,,,Does Not Apply,335,1960's,,,,,,,,Right-Handed,,,,Archtop,6 String,,,Does not apply,,139.16
,Sonic Gray,,Solid,Fender,,,Used,,United States,,,,,,,Does Not Apply,American Professional Jazzmaster,2019,,,,,,Fender Jazzmaster,,Right-Handed,,,,,6 String,,,,,1125.0
,Olympic White,,Solid,Fender,,,Used,,Mexico,No,,,,,,Does Not Apply,Albert Hammond Jr. Signature Stratocaster,2018,,No,,No,,Fender Stratocaster,,Right-Handed,,,,,6 String,,,,,680.0
,Cherry Red Finish,,Hollow,Hagstrom,,,Used,,Sweden,,,,,,,Does Not Apply,Bossman,Vintage 1970's,,,,,,,,Right-Handed,,,,,6 String,,,,,749.0
,Satin Ice Blue Metallic,,Solid,Fender,,,Used,,United States,,,,,,,Does Not Apply,American Elite Stratocaster,2019,,,,,,Fender Stratocaster,,Right-Handed,,,,,6 String,,,,,1274.0
,Gray,,Solid,VANTAGE,,,New,,Japan,No,Right-Handed,,,,,Does Not Apply,118DT,,,Yes,,No,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,649.0
,Blue,,Solid,Squier,,,Used,,China,,,,,,,Does Not Apply,Contemporary Telecaster HH,,,,,,,Contemporary,,,,,,,6 String,,,Does not apply,,249.99
,Tidepool,,Solid,Fender,"Fender Player Jaguar, Pau Ferro - Tidepool Bundle with Hard Case, Cable, Tuner, Strap, Strings, Picks, Capo, Fender Play Online Lessons, and Austin Bazaar Instructional DVD",,New,,,Yes,Right-Handed,,,,,0146303513-COMBO-DLX,0146303513-COMBO-DLX,,,No,,,,Player,,Right,,Player,Full Size,,6 String,,Solid,660845728608,,799.99
,Gray,,Solid,ESP,,,Used,,"Korea, Republic of",,,,,,,EC-1000,EC-1000,2015,,,,,,ESP LTD,,Right-Handed,,,Full Size,,6 String,,,,,355.0
,,poplar,Solid,Squier,"Fender Squier Mini Strat Electric Guitar - Brown Sunburst Bundle with Amplifier, Instrument Cable, Tuner, Strap, Picks, Fender Play Online Lessons, and Austin Bazaar Instructional DVD",,New,,,Yes,Right-Handed,,,,,0370121532-COMBO-PRO-1,0370121532-COMBO-PRO-1,,,No,,,,,,Right,,,Mini,,6 String,,Solid,726152027633,,199.99
,,,,Gretsch,,,New,,,,,,,,,2518220577,,,,,,,,,,,,,,,,,,885978280353,,799.99
,,,,Squier,,,New,,,,,,,,,0371001548,,,,,,,,,,,,,,,,,,885978249572,,179.99
,Trans Walnut,,,Sterling by Music Man,,,New,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,810002950230,,399.99
,Black,,Solid,Spectrum,,,New,,,,,,,,,AIL 81B,,,,,,,,,,Right-Handed,,,Full Size,,6 String,,,817760011524,,129.99
,,laminated Mahogany,Dreadnought,Harmonia,,,New,,,No,Right-Handed,With Pickup,,,,MAW-410CEN,MAW-410CEN,2015,,No,,No,,,,Right-Handed,,,"41""",,6 String,,,Does not apply,,59.99
,,,Solid,Dean,,,New,,,,,,,,,CADIX CBK,,,,,,,,,,,,,,,6 String,,,819998000677,,199.0
,,,,Squier,,,New,,,,,,,,,0310202503,,,,,,,,,,,,,,,,,,885978102341,,229.99
,,,,ESP,,,Used,,,,,,,,,XAC20E,XAC20E,,,,,,,,,,,,,,6 String,,,,,375.0
,Holcomburst,,Solid,PRS,,,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or 

																			protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",,,No,,,,,,Does Not Apply,,,,No,,,,PRS SE,,Right-Handed,,,,,6 String,,,,,599.99
,Trans Brazilia,Solid Wood,Solid,Dean,,,,,,,Right-Handed,,,,,Does Not Apply,Cadillac X,,,,,,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,224.95
,,,,Fender,,,Used,,,,,,,,,,Squier Jaguar,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,329.99
,,,,SUNDOWN,,,,,China,,,,,,,Does Not Apply,,,,,,,,,,,,,,,6 String,,,Does not apply,,110.0
,Lake Placid Blue,Solid Wood,Solid,Fender,,,New,,United States,No,Right-Handed,,,,,Does Not Apply,American Performer Stratocaster,2019,,No,,No,,Fender Stratocaster,,,,,,,6 String,,,Does not apply,,999.0
,,,,Reverend,,,Used,,,,,,,,,Does Not Apply,,2010,,No,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,629.99
,Black,,Solid,Douglas,,,Used,,,,,Volume Knob,,,,,Flying V,,,,,,,,,Right-Handed,,,,,6 String,,,,,100.0
,Red,,,Fender,,,Used,,,,,,,,,,Players Strat,,,,,,,Fender Stratocaster,,Right-Handed,,,,,6 String,,,,,395.0
,,,,,,,Used,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.99
,Black,"Mahogany, Maple",Solid,Gibson,,,Used,,,No,,Single Cut,,,,,Les Paul Standard,,,,,,,Gibson Les Paul,,Right-Handed,,,,,6 String,,,,,1500.0
,Red,,,Fender,,,Used,,,,,,,,,,,,,,,,,,,,,,,,6 String,,,,,49.99
,Multicolor,,Solid,Hamer,,,Used,,,No,,,,,,,,,,,,,,,,Right-Handed,,,,,6 String,,,,,173.5
,sun burst,Mahogany,Solid,unknown,,,New,,,,,"burstbucker /bridge  liny fralin/neck, With Pickup",,,,,Les Paul '50s,,,,,,,,,,,,,,6 String,,,,,425.0
,,,,Gibson,,,Used,,,,,,,,,LPR60VOWCSNH1,Custom 1960 Les Paul Standard,,,,,,,Gibson Les Paul,,,,,,,6 String,,,711106926384,,3350.0
,Maroon,Maple,,Fender,,,Used,,Mexico,,,,,,,,,1999,,,,,,Fender Stratocaster,,Right-Handed,,,,,6 String,,,,,380.0
,Gold,,Solid,Schecter,,,Used,,,,,"Volume Knob, With Pickup",,,,Does Not Apply,Custom,,,,,,,Schecter Synyster Gates Custom-s,,Right-Handed,,,Full Size,Flat Top,6 String,,,,,475.0
,,,,Dean,,,Used,,,,,,,,,,,,,,,,,,,Right-Handed,,,,,6 String,,,,,600.0
,Antique Vintage Sunburst,Maple,Semi-Hollow,Gibson,,,Used,,United States,,,,,,,Does Not Apply,ES-339,2008,,No,,,,Gibson ES,,Right-Handed,,,,,6 String,,,Does not apply,,1728.0
,Multicolor,,,Epiphone,,,Used,,,,,,,,,,,,,,,,,Epiphone Les Paul,,Right-Handed,,,,,6 String,,,,,275.0
,Vintage White,,Solid,EVH,,,Used,,,,,,,,,,Wolfgang USA HT,2011,,,,,,,,Right-Handed,,,,,6 String,,,,,1150.0
,Speed Of Light,,,DEAN,,,New,,,,,,,,,Does Not Apply,MAB1,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,999.99
,Black,,Solid,Kenneth,,,New,,,,,,,,,Does Not Apply,9733,,,,,,,,,,,,,,6 String,,,Does not apply,,109.0
,Black,Poplar,Solid,First Act,,,Used,,China,,,Volume Knob,,,,ME1957,ME1957,,,,,,,,,Right-Handed,,,,,6 String,,,,,27.5
,Gold,"Alder, Basswood",Solid,Fender,Plus Fender Hard Road Case,,Used,,Japan,Yes,,Volume Knob,,,,Does Not Apply,Squire SuperSonic Vista Series,1997,,,,,,Fender Squire Supersonic,,Right-Handed,,,,,6 String,,,Does not apply,,800.0
,Faded Burst Flame Maple,Korina,Solid,Reverend,,,Used,,,,,,,,,Does Not Apply,Sensei HB,,,No,,,,,,Right-Handed,,,,,6 String,,,,,455.0
,Black,,Solid,Godin,,,Used,,Canada,,,,,,,,Redline 2,,,,,,,,,Right-Handed,,,,,6 String,,,,,249.0
Hard Case,,Solid Wood,Semi Hollow,YAMAHA,,,Used,,China,,,,,,,Does Not Apply,NTX1200R,,,,,,,,,Right-Handed,,,,,6 String,,,,,750.0
,Red,,,Ibanez,,,Used,,,,,,,,,,RGA72QM,,,,,,,,,,,,,,6 String,,,,,282.0
,,,,Epiphone,,,Used,,,,,,,,,EE1CNACH1,,,,,,,,,,,,,,,,,,711106266145,,415.0
,,,,Hondo,,,Used,,,,,,,,,,,,,,,,,,,,,Classic,,,6 String,,,,,79.99
,Green,Maple,Hollow,Gretsch,,,Used,,Japan,,,,,,,Does Not Apply,G6120 SSUGR,1999,,No,,,,Brian Setzer Signature Model,,Right-Handed,,,,,6 String,,,,,1850.0
,Sunburst,Solid Wood,Solid,Custom Kraft,,,Used,,United States,,Right-Handed,,,,,,,Sixties,,,,,,,,Right-Handed,,,,,6 String,,,,,300.0
,,,,Music Man,,,Used,,,,,,,,,,,,,,,,,,,,,,,,7 String,,,,,1450.0
,,Basswood,,Tradition,,,Used,,"Korea, Republic of",,,,,,,,MTM2-F,2000,,No,,,,,,Right-Handed,,,Full Size,,6 String,,,,,145.0
,White,Solid Wood,Solid,Hondo,,,Used,,,No,Right-Handed,,,,,,Script Strat,80s to early 90s?,,No,,,,,,Right-Handed,,,Full Size,,6 String,,,,,241.5
"Soft case, warranty card",Bluish,Solid Wood,Solid,SCHECTER,,,Used,,,,Right-Handed,,,,,Does not apply,BLACK JACK,,,,,,Active,,,,,,,,7 String,,,,,425.0
,White,,Solid,Ernie Ball Music Man,,,Used,,United States,,,,,,,Axis Sport HSS,Axis Sport HSS,Late 1990's,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,949.99
,Torino Red,,Solid,Fender,,,Used,,Mexico,,,,,,,Does Not Apply,squire series,1995,,,,,,Fender Stratocaster,,Right-Handed,,,Full Size,Flat Top,6 String,,,Does not apply,,350.0
,Black,,Solid,Jackson,,,Used,,,,,,,,,,,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,159.99
,See Thru Purple,,,ESP,,,Used,,,,,,,,,,H-200,1998,,,,,,ESP LTD,,Right-Handed,,,,,6 String,,,,,149.99
,blue,,solid body,Sterling by MusicMan,,,Used,,Indonesia,,,,,,,,LK100,,,,,,,,,right handed,,,,,6 string,,,,,449.99
,Black,,Solid,Dean,,,,,China,,,,,,,,Tyrant X,2017,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,279.95
,,,Dreadnought,Seagull,,,Used,,Canada,,,,,,,Does Not Apply,,2003,,,,,,,,Right-Handed,,Maritime,,,6 String,,,Does not apply,,499.99
,Black,,,Silvertone,,,Used,,,,,,,,,,,,,,,,,,,,,,,,6 String,,,,,44.99
,Silver,,Solid,Lotus,,,Used,,,,,,,,,,Strat Copy,,,Yes,,,,,,Right-Handed,,,Full Size,,6 String,,,,,50.0
,Multicolor,,Solid,kramer,,,Used,,,,,"Volume Knob, With Pickup",,,,,Custom,1987,,,,,,Kramer Baretta,,Right-Handed,,,,,6 String,,,,,420.69
,Black Gold,"Mahogany, Maple",Solid,PRS,,,Used,,United States,,,,,,,Does Not Apply,Paul's Guitar,2013,,,,,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,2950.0
,Sunburst,Solid Wood,Solid,Fender,,,New,,United States,,Right-Handed,,,,,US17024682,60th Anniversary 58' re-issue Jazzmaster,2017,,,,,,Fender Jazzmaster,,Right-Handed,,,Full Size,,6 String,,,,,1600.0
,,,,Gibson,,,Used,,United States,,,,,,,Does not apply,Les Paul Limited Edition,2005,,,,,,Gibson Les Paul,,Right-Handed,,,,,6 String,,,,,3383.33
,Blue,"Solid Wood, Mahogany",Solid,PRS,,,Used,,United States,No,Right-Handed,,,,Case,Does Not Apply,McCarty 594,2017,,No,,No,,McCarty 594,,,,Custom,Full Size,,6 String,,,Does not apply,,3349.0
,Black,,Solid,Epiphone,Comes with a Gibson USA Gigbag,,Used,,,Yes,,,,,,Does Not Apply,Standard,,,,,,,Epiphone Les Paul,,Right-Handed,,,,,6 String,,,,,295.0
,Black,,Solid,Fender,,,Used,,United States,,,,,,,Does Not Apply,,1996,Pickups upgraded to professional-level Carvins.,Yes,,,,Fender Stratocaster,,Right-Handed,,,,,6 String,,,Does not apply,,790.0
,Black,,Solid,Guild,,,,,,,,,,,,T-Bird,S-200,,,,,,,,,,,,,,6 String,,,Does not apply,,450.0
,Black,,Solid,B.C. Rich,,,Used,,,,,,,,,Does Not Apply,,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,199.99
,Creme White,,Solid,Aria,,,Used,,Japan,,,,,,,Does Not Apply,Pro II XR Series,1987,,,,,,,,,,,Full Size,,6 String,,,Does not apply,,149.99
,White,Solid Wood,Solid,Music Man,,,Used,USA,United States,,Right-Handed,,,,,,Steve Morse,,,,,,,,,Right-Handed,,,,,6 String,,,,,1695.0
,Green Multi Color,Basswood,Solid,Ibanez,,,Used,,Japan,,,,,,,,Jem,1991,,No,,,,Ibanez JEM,,Right-Handed,,,,,6 String,,,,,5495.0
,Wine Red,,Semi-Hollow,Gibson,,,Used,,United States,No,,,,,,Does Not Apply,ES-335,1989,,No,,,,Gibson ES,,Right-Handed,,,,,6 String,,,Does not apply,,1999.99
,,,,Mitchell,,,Used,,Indonesia,,,,,,,D120S12E,D120S12E,,,,,,,,,,,,,,12 String,,,Does not apply,,219.99
,Black,Maple,Hollow,Silvertone,,,Used,,United States,,,,,,,Does Not Apply,1420 Stratotone,1963,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,39.0
,Charcoal Black,Mahogany,Solid,Ibanez,,,Used,,"Korea, Republic of",,,,,,,Does Not Apply,SZ4020FM Prestige,2016,,,,,,Ibanez Prestige,,Right-Handed,,,,,6 String,,,Does not apply,,599.0
,Clear,,Semi-Hollow,IYV,,,New,,,No,,,,,,Does Not Apply,,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,169.95
,Gray,Alder,,Charvel,,,Used,,Mexico,,,,,,,Does Not Apply,,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,550.0
,Multi-Color,Solid Wood,Solid,CUSTOM BUILT FENDER PARTSCASTER,,,Used,,United States,No,,,,,,Does Not Apply,CUSTOMIZED STRATOCASTER MUSTANG ELEANOR,UNKNOWN,,No,,,,CUSTOM STRATOACASTER PARTSCASTER,,Right-Handed,,,Full Size,Flat Top,6 String,,,Does not apply,,950.0
,Amber,Solid Wood,Solid,Epiphone,,,Used,,China,,Right-Handed,,,,Gig Bag Case,Does Not Apply,Les Paul Standard,2006,,,,,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,399.99
,Green,Alder,Stratocaster,Fender,,,Used,,Indonesia,,,Alder,,,,,Squier Tellecaster,Unknown,,No,,,,Fender Tellecaster,,,,,,,6 String,,,,,250.0
,,,,Fender,,,Used,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.5
,,Basswood,,Glarry,,,New,,,No,,"Cutaway, With Pickup",,,,Does Not Apply,GST3,2019,,No,,,,,,,,,Full Size,,6 String,Electric Guitar,,,,86.87
,,,,Muslady,,,New,,,,Right-Handed,,Rosewood,,,DZO2224410989038NW,,,,,Mahogany,,,,,,,,,,6 String,,LP Style,799899243857,,69.88
,Fireglo,,Solid,Rickenbacker,,,Used,,United States,,,12 string,,,,,610-12,1995,,,,,,Rickenbacker 610-12,,Right-Handed,,,Full Size,,12 String,,,,,1800.0
,Black,Laminate,Solid,Epiphone,,,Used,,China,,,,,,,Does Not Apply,Les Paul Junior,2003,,,,,,Epiphone Les Paul,,Right-Handed,,,Full Size,Flat Top,6 String,,,Does not apply,,69.95
,Blue,"Ash, Alder",Solid,Fender,,,Used,,,No,,,,,,145102502,,,,,,,,,,Right-Handed,,,,,6 String,,,0717669625870,,59.99
,Multicolor,Solid Wood,Solid,Ibanez,,,Used,,Japan,,Right-Handed,,,,,Does not apply,Prestige S5570,,,,,,,,,,,,,,6 String,,,Does not apply,,750.0
,Blue and Black,,Solid,Gibson Maestro,,,Used,,,,,"Single Cut, With Pickup",,,,Does Not Apply,Les Paul Jr,,,,,,,Gibson Les Paul,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,159.99
,Black,,Solid,Partscaster,,,,,,,,,,,,,Stratocaster,,"Alnico pickups, great neck, electrics",Yes,,,,,,Right,,,,,6 String,,,,,169.95
,,,Solid,Squier,,,Used,,,,,,,,,,SG,,,,,,,,,,,,,,6 String,,,,,239.99
,Beige,Maple,Solid,Fender,,,,,United States,,,,,,,,Vintage,,,,,,,Fender Telecaster,,,,,,,6 String,,,,,3252.05
,Red,,Solid,Meastro Gibson,,,Used,,,,,,,,,11072803284,Classic,,,,,,,,,Right-Handed,,,Full Size,Flat Top,6 String,,,,,85.0
,Brown,,,PRS,,,Used,,,,,,,,,,,2018,,,,,,,,Right-Handed,,,,,6 String,,,,,510.0
,wood natural,"Mahogany, Maple, Rosewood",Solid,ESP,,,Used,,,,,"Built-in Amp, Single Cut, Volume Knob, With Pickup",,,,,,2007,,,,,,ESP LTD,,Right-Handed,,,Full Size,,6 String,,,,,230.5
,Blue,Solid Wood,Solid,Jackson,,,Used,,Japan,No,Right-Handed,,,,,Does Not Apply,RR Randy Rhoads V,,,No,,No,,,,,,,,,6 String,,,,,295.0
,Black,,Solid,Fernandes,,,New,,"Korea, Republic of",,,,,,,Does Not Apply,Dragonfly,,,No,,,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,198.5
,,Maple,,Alvarez,,,Used,,"Korea, Republic of",,,,,,,,,,,No,,,,,,Right-Handed,,,,,6 String,,,,,299.0
,,,Solid,ESP,,,Used,,Japan,,,,,,,,XJ-6,,,No,,,,ESP LTD,,,,,,,6 String,,,,,700.0
,,Maple,,Rickenbacker,,,Used,,,,,,,,,,Plus,2019,,,,,,,,,,,,,12 String,,,,,2800.0
,Chrome,,,Regal,,,Used,,,,,,,,,,,2001,,,,,,Resonator,,Right-Handed,,,,,6 String,,,,,316.0
,Black,,,Fender,,,Used,,United States,,,,,,,Does Not Apply,Plus,1995,,,,,,Fender Stratocaster,,Right-Handed,,,,maple,6 string,,,Does not apply,,1249.0
,Red,,Hollow,Harmony,,,Used,,,,,,,,,,,1966,,,,,,Harmony Rocket,,Right-Handed,,,,,6 String,,,,,599.0
,,,,Fender,,,Used,,,,,,,,,,black/gold telecaster,1982,,,,,,,,,,,,,6 String,,,,,18.0
,,,,Peerless,,,"Model, Series",,,,,,,Right Hand,,,,,,,,,,,,,,,,,6 String,,Electric Guitar,Does not apply,,1196.0
,Black,,Children's,First Act,,,Recommended Age,,,No,,Built-in Amp,,,,Does Not Apply,,,,No,,,,,,,,,,,6 String,,,,,54.0
,TV YELLOW NITRO,Unknown,Solid,Unbranded,,,,,,,,,,,,,Les Paul Special,,,,,,,,,,,,,,6 String,,,,,152.5
,Black,,Solid,G&L,,,Used,,,,,Includes Case,,,,Does Not Apply,Legacy,1995,,,,,,,,,,,,,6 String,,,,,658.88
,Black,,Solid,Gibson,,,Used,,United States,,,,,,,,SG Standard,2010,Tony Iommi Gibson Pickups installed.  Schaller S-Lock Strap Locks Installed.  Black Sabbath Truss Rod Cover Installed (original truss rod cover included).  Violin-Playing Chimp Decal Installed.,Yes,,,,Gibson SG,,Right-Handed,,,,,6 String,,,Does not apply,,850.0
,White,,,B.C. Rich,,,Used,,,,,,,,,,,,,,,,,,,Right-Handed,,,,,6 String,,,,,162.5
,,,,Agile,,,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or 

																			protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",,,,,,,,,,,,,,,,,,,Right-Handed,,,,,6 String,,,,,400.0
,Graphic,,Oilcan,Bohemian,,,Used,,China,Yes,,Volume Knob,,,,,Honey Can,2018,,No,,,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,385.0
,SAGE GREEN !,,Solid,Fender,,,Used,,Mexico,,,2 point tremolo,,,,Does Not Apply,double fat hsh stratocaster,2018,,,,,,Fender Stratocaster,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,450.0
,Red,,,Squier,,,Used,,,,,Volume Knob,,,,,,,,,,,,,,Right-Handed,,,Full Size,,6 String,,,,,39.0
,Red,,,Silvertone,,,Used,,,,,,,,,,Vintage,,,,,,,Silvertone 1478,,Right-Handed,,,,,6 String,,,,,475.0
,Natural,Zebrawood,Hollow,Ibanez,,,Used,,,,,"Single Cut, With Pickup",,,,Does Not Apply,EW20ZWE-NT1701,,,,,,,Ibanez Exotic,,Right-Handed,,,,,6 String,,,Does not apply,,250.0
,Red,,Semi-Hollow,Gibson,,,Used,,United States,,,,,,,Does Not Apply,ES-339,2019,,No,,,,Gibson ES,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,2749.99
,Black,Agathis,,Fender,,,Used,,Indonesia,,,,,,,,,,,,,,,,,Right-Handed,,,,,6 String,,,,,399.0
,Sunburst,,,Fender,,,Used,,,,,With Pickup,,,,,Highway One,2006,,,,,,Fender Stratocaster,,Right-Handed,,,,,6 String,,,,,750.0
,sunburst,,avenger,Schecter,,,Used,,,,,,,,,,Custom,,,,,,,,,,,,,,6 String,,,,,599.95
,,,,Epiphone,,,Used,,,,,PICKUP,,,,,PR 5E,,,,,,,,,Right-Handed,,,,,6 String,,,,,225.0
,,,Solid,Gibson,,,Used,,United States,,,,,,,,SG,2014,,,,,,Gibson SG,,,,,Full Size,,6 String,,,,,1700.0
,Black,,,Gibson,,,Used,,,,,,,,,Does Not Apply,2016,2016,,,,,,Gibson,,Right-Handed,,,,,6 String,,,Does not apply,,699.0
,Blue,,Solid,ESP/LTD,,,Used,,,No,Right-Handed,,,,,,,,,No,,,,,,,,,,,6 String,,,,,344.0
,Black,Mahogany,Solid,Unbranded,,,,,China,No,,,,,,Does Not Apply,LP,2019,,No,,,,,,Right-Handed,,,Full Size,,6 String,,,,,259.12
,Black,Maple,Solid,Nash,,,Used,USA,United States,No,Right-Handed,,,,,,S-57,2019,,No,,No,,,,Right-Handed,,,,,6 String,Stratocaster,,,,1385.0
,White,Alder,Solid,Schecter,,,Used,,"Korea, Republic of",,,"Floyd Rose 1500, Sustainiac® driver in neck position, EMG 81 pickup in bridge position",,,,279,DJ Ashba - White,2017,,,,,,,,Right-Handed,,,,,6 String,,,,,550.0
,Cherry Sunburst,Ash,Telecaster,Fender,,,Used,,United States,,,,,,,Does Not Apply,Special Edition Deluxe Telecaster,2017,,No,,,,Fender Telecaster,,Right-Handed,,,,,6 String,,,Does Not Apply,,515.0
,Black,,Solid,Fender,"GUITAR, STRAP, CARRY CASE",,Used,,Indonesia,Yes,,,,,,S/N IC 030902926,Starcaster,,,No,,,,Fender Stratocaster,,Right-Handed,,,,,6 String,,,Does not apply,,110.5
,White/Black Crackle,,Solid,Kramer,,,Used,,,,Right-Handed,,,,,Does Not Apply,Focus 5000 Voyager,,,,,,,,,,,,,,6 String,,,Does not apply,,899.99
,TV YELLOW,Mahogany,SOLID BODY,GIBSON,,,Used,,United States,,,Double Cut,,,,Does Not Apply,Billie Joe Armstrong Signature Les Paul Junior,2012,,,,,,SIGNATURE LES PAUL,,RIGHT HANDED,,,Full Size,,6 STRING,,,,,1899.0
,Black,Basswood,Solid,Line 6,,,Used,,,,,"Volume Knob, modeling",,,,,,,,,,,,Variax,,Right-Handed,,,,,6 String,,,,,320.0
,Ivory White,Basswood,Solid,EVH,,,,,United States,,,D-tuna,,,,,Wolfgang USA,2018,,,,,,,,,,,,,6 String,,,,,2475.0
,Black,,,G&L,,,Used,,,,,,,,,,,,,,,,,G&L Tribute,,,,,,,6 String,,,,,300.0
,Multi-Color,Solid Wood,Solid,CUSTOM BUILT FENDER PARTSCASTER,,,Used,,United States,No,,,,,,Does Not Apply,CUSTOMIZED STRATOCASTER MUSTANG ELEANOR,UNKNOWN,,No,,,,CUSTOM STRATOACASTER PARTSCASTER,,Right-Handed,,,Full Size,Flat Top,6 String,,,Does not apply,,950.0
,,,,Takamine,,,Used,,,,,With Pickup,,,,,,,,,,,,,,,,,,,6 String,,,,,229.95
,Dark Honey Vintage Tri Burst/Front&Back.,,Semi-Hollow,"1996,Epiphone 335 Dot Semi Hollow Body Tri Burst",,,Used,,"Korea, Republic of",,,,,,,Does Not Apply,"1996,Epiphone 335 Dot Semi Hollow Body Tri Burst.",1996,,,,,,,,Right-Handed,,,Full Size,Archtop,6 String,,,Does not apply,,549.0
,Sunburst,,Solid,Fender,,,Used,,,,,,,,,Does Not Apply,Stratocaster American Standard,,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,680.0
,sunburst,,avenger,Schecter,,,Used,,,,,,,,,,Custom,,,,,,,,,,,,,,6 String,,,,,599.95
,Black,,Solid,Fernandes,,,New,,"Korea, Republic of",,,,,,,Does Not Apply,Revolver,,,No,,,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,203.51
,Beige,Solid Wood,Solid,Gibson,,,Used,USA,United States,,Right-Handed,,,,,,Les Paul Studio,2012,,,,,,Gibson Les Paul,,Right-Handed,,,,,6 String,,,Does not apply,,1700.0
